"ticket_id","ticket_name","full_thread_text"
"21094199","Request to Confirm or Reset FileZilla Credentials","[2026-03-20 07:39 | Sreya Johny] Customer Added a Review on this ticket"

[2026-01-07 04:14 | Sreya Johny] Hi Darlene, Error Explanation: 1) ""Unable to locate Equinox meter type"" - This error indicates that one or more meters in your system have been assigned an AMR type code that doesn't match what the Equinox system is expecting. Essentially, the meter type configuration in PowerManager doesn't align with what your meter reading system recognizes. 2) ""Mismatch in maximum number of meter readings"" - This error occurs when the number of readings expected for a particular meter (as configured in the AMR type code setup) doesn't match the ""ReadNrMax"" value for that meter. For example, if you have a demand meter that requires multiple readings but it's configured with an AMR type code that only expects a single reading. Solution: For ""Unable to locate Equinox meter type"" error: Check if any meters are assigned to incorrect service types (e.g., an electric meter assigned to a water AMR type code) Verify that all your meters have the correct AMR type codes assigned Ensure your Equinox setup in PowerManager is properly configured for all meter types you use For ""Mismatch in maximum number of meter readings"" error: Identify the meters causing the error (they will be listed in the error report) Check if these are demand meters that require multiple readings Verify that the AMR Type Code assigned to these meters matches the expected number of readings For electric demand meters specifically, consider changing the AMR Type Code to one that expects demand readings After making these corrections: Try running the AMR Export process again Review the error report to confirm all issues have been resolved Please let us know if you have any questions. Sreya

[2026-01-13 06:31 | Sreya Johny] Hi Darlene, Please let us know if you were able to fix the AMR Export errors using the instructions in the previous response, or if you have any further questions. Please confirm whether we may proceed with closing this ticket.

[2026-01-13 08:27 | Darlene Snell] I will be running the process again on 1/21 so I won’t know until then if the issue is resolved. Darlene Snell Village of Greenwood,Nebraska Clerk/Treasurer

[2026-01-22 02:17 | Sreya Johny] Hi Darlene, Please confirm if you were able to complete the export process without any errors. Sreya

[2026-01-22 05:32 | Darlene Snell] You can close the ticket…we have not ran the reporting yet. Darlene Snell Clerk/Treasurer Village of Greenwood,Nebraska

[2026-01-22 05:47 | Sreya Johny] Hi Darlene,

[2026-01-29 02:21 | Susan Thomas] Darlene needs help identifying the correct AMR type codes for their water meters. They have around 600 meters, and many are not importing readings correctly during drive-by collection. This is causing meters to show as “not reading,” which forces them to estimate usage. She believes the issue is that the AMR type codes in the software are incorrect or missing and wants to know where to find the correct codes so they can be entered properly into the system.

[2026-01-30 02:26 | Sreya Johny] Hi Darlene, This ticket has been escalated to our R&D team for further investigation and resolution. Sreya

[2026-01-30 05:06 | Sreya Johny] Reached out to Darlene to take a backup for R&D.

[2026-02-02 07:11 | Sreya Johny] Hi Darlene, It looks like you’re using the Neptune application for your meter readings. You’ll need to reach out to Neptune support to confirm the correct meter type and read type values for the meters you’re using. Sreya

[2026-02-13 02:10 | cust] Ticket has been synced with TFS' work item TS #108083 Village of Greenwood - Need help identifying the correct AMR type codes for water meters with state ""New"".

[2026-03-06 08:07 | cust] Comment added in TFS by Marcus Yabuta TS has been closed.

[2026-03-06 08:07 | cust] TFS' Work Item TS #108083 Village of Greenwood - Need help identifying the correct AMR type codes for water meters's status changed from ""New"" to ""Closed""."
"20930713","Create a NACHA file","[2025-12-18 03:47 | Michelle Roach] I have a bank rep here to set up a NACHA file.

[2025-12-18 05:09 | Susan Thomas] Sreya and I reached out to Michelle, set up the ACH in UB, and created a path. We also walked her through the process of creating and sending the file to the bank. She mentioned that she will create it tomorrow, and if she needs assistance, she will reopen the ticket.

[2025-12-18 05:14 | Sreya Johny] Joined a call with Susan and Michelle. We reviewed their UB ACH setup, which had not been configured previously, and explained how to create a prenotification file as requested by the bank. Susan also created a folder to store the UB ACH file and showed Michelle where to access the file once it’s created so it can be uploaded to the bank. We also showed her how to reset the prenotification, as Michelle mentioned the bank requires the prenotification file to be sent monthly, a few days before submitting the ACH file."
"20930707","Information Error","[2025-12-18 03:46 | SAMMYE NYMAN] Trying to run GL reports for our fiscal year of 7/1/2023 to 6/30/2024 and it is showing garbage. I need to run a report for all our GL codes for this fiscal year and the 2024 to 2025 fiscal year for the state. Along with some individual GL code reports for both years and the date is not coming up right. I need to submit the information to the state today so I need assistance asap.

[2025-12-19 04:56 | SAMMYE NYMAN] What is slower than usual? My system is not working correctly and I have State reports due. I placed a ticket yesterday and I have not heard back from anyone. I need someone to call me back asap and look into why the data on my GL reports are a mess. Sammye Sammye Nyman- Administrator Wisner Care Center & Shamrock Studios Assisted Living Wisner, NE 68791 Phone: Fax:

[2025-12-24 06:17 | Ben Aplin] Good Morning Sammye, I called to leave a email, but have been on hold for about 10 min. I'll send a meeting for Friday to review.

[2025-12-26 04:04 | Ben Aplin] Met with Sammye, Joe pulling data to see if the issue is with the report or the data.

[2025-12-26 04:24 | Joe Sheehan] We pulled her data and ran the Transaction Listing report. We learned that if we switch the date from 2024-2025 it works then if we switch back to 2023-2024 it works so we're thinking this is a bug in PM. I have her data, we're going to do some testing locally to see if we can get the same thing to happen. Going to create another ticket to update the other computer to the latest version of PM. Also, she's going to enter another ticket to edit a custom report.

[2026-01-06 03:55 | Ben Aplin] Hi Joe - can we reduce this to a sev2?

[2026-01-12 11:40 | Ben Aplin] Joe, if you can replicate the problem state, can you please enter a DO and close this ticket.

[2026-01-14 07:56 | cust] Ticket has been synced with TFS' work item Information Error with state ""New"".

[2026-01-14 08:04 | Joe Sheehan] Sammye, I've sent this over to my development team for review. We'll reach back out to you once we have some information for you. Joe"
"20930461","Billing Assistance","[2025-12-18 02:40 | Jody Baughman] Good morning,We have a new construction home that picked up their meter on 12/1 and the account was made active on that date.When I look at the customer history which is attached the account has a balance which isn't accurate as we haven't billed for December yet. When I go into adjustments to possibly void this bill the bill isn't there? (screen shot attached).Looking to see how to correctly fix this so the account has a zero balance since this shouldn't have billed yet. Also for new construction homes going forward, when entering the new account should the account be pre-active instead of active? I am assuming this is why they have a balance however I am confused as I don't see the bill in adjustments.Your help is appreciated.

[2025-12-19 02:48 | Susan Thomas] Called several times, but the line was engaged. Will try again later.

[2025-12-29 05:50 | Ben Aplin] Hello - Susan rang, but the line was engaged. Do you have time this week to review?

[2025-12-29 06:08 | Jody Baughman] Good afternoon, I am in the office today until 4:30PM CST and tomorrow from 8AM-4:30PM CST, we are closed from 12:30PM-1PM for lunch.

[2026-01-08 15:27 | Ben Aplin] Good Morning Jody, I've sent over a meeting for next week. If the time doesn't work, can you suggest an alternative time that does?

[2026-01-09 06:44 | Susan Thomas] Called from RC, got an engaged tone. Tried from my cell and the call went through. Spoke with Barbara, Jodi is out sick. She advised to call back on Monday. I will follow up then.

[2026-01-14 01:45 | Susan Thomas] I reached out to Jody and connected remotely. She had an incorrect phone number listed, which is why the calls were not going through. The customer was not finalized, so we uncomputed the charges and verified the updates in the customer history. A penalty is still showing, so I advised her that she can submit an adjustment to correct it."
"20930445","Export File Specs","[2025-12-18 02:35 | Marcie McIvor] Good morning, We had to have our check scanner software re-installed due to losing all of our information. In order to proceed, we need to have the Export File specs to send to Jack Henry (Remit Plus). Can someone please send those to me ASAP so I can forward them to Jack Henry? Marcie Marcie McIvor

[2025-12-19 07:23 | Lisa Ward] Marcie, I called you and was not able to reach you. Look in System Administration > System Configuration > General Import Export Maintenance. There are several imports already defined in the system. If you click through the tabs you can see the file definitions. Please reach out if you require additional help.

[2025-12-19 07:25 | Chris Holloway] Helped Lisa with this.

[2025-12-19 07:40 | Marcie McIvor] Hi Lisa, I’m sorry I missed your call. Marcie Marcie McIvor

[2025-12-19 08:06 | Marcie McIvor] Lisa, Please see Rob’s message below: Marcie, This is great information. Unfortunately, I will still need to see their extraction specs. Some extraction files can contain other information; such has a Header/Trailer record. I would also need to know if this is a comma delimited file or another format. Does Impresa have anything like that they could provide you? If not, we can try a couple layouts since there are only three fields. However, if there is a Header/Trailer record I would most certainly need that spec sheet. Rob Petry | Engineer II, Technical Support | RemitPlus® | Jack Henry™ Allen, TX | jackhenry.com Marcie McIvor

[2025-12-22 09:45 | Chris Holloway] Hi Marcie, This is the settings for the import. The file format is a fixed width flat file, and the overall length of each row is 32. When they get to the last row, they need to have a CR/LF which means if your cursor is in the last row of the file, hit end, then arrow to the right by one and the cursor should go to the next line and no further. There is no Header or Trailer data.

[2025-12-23 01:59 | Marcie McIvor] Hi Chris, Rob is asking if the “Constant” supposed to have a specific value for that piece or can it be zeros? Marcie McIvor

[2025-12-23 02:15 | Chris Holloway] The only constant that is required is the last one at the end of the file. The other constants can be blank or removed completely.

[2025-12-23 05:12 | Marcie McIvor] Good afternoon, Can someone tell me how to guide Rob to get the export file to work please? We’re getting errors. Marcie Marcie McIvor Customer Service Manager, Bedford Regional Water Authority Phone 540.586.7679 | Website www.brwa.com Email m.mcivor@brwa.com Address 1723 Falling Creek Road, Bedford, VA 24523 Vision Clean Water. Healthy Environment. Thriving Community. Cc: Therron Bethel Marcie, I got the extraction file setup; however, we are seeing some errors when trying to load into Impresa. I have each row at length of 32 and the CR/LF are at the end of each row. The problem is when we load the extraction file into Impresa, the first record works fine, but the additional rows fail. In RemitPlus we are capturing the entire account number and dollar amount as required and RemitPlus is passing that information into the extraction file. In the file that we created has 3 payments and the first payment works fine but the other two payments fail. In summary, the error report is showing the account number starts to move to the left and add additional numbers to the dollar amount. For example, 1st payment – (payment worked) Account Number: 0051053902 Applied Amount: 8834 2nd payment – (payment failed) Account Number: 0000000782 Applied Amount: 5202 Showing in Impresa as: Account Number: 000000078 Applied Amount: 200000520 3rd payment – (payment failed) Account Number: 0050736301 Applied Amount: 5508 Account Number: 00507363 Applied Amount: 010000055 Can you reach out to Impresa to see what we are missing? The file is on the desktop PC in a TestExtraction folder. There should be two files in that folder, but both contain the same information. Rob Petry | Engineer II, Technical Support | RemitPlus® | Jack Henry™ Allen, TX | jackhenry.com Cc: Therron Bethel tx.bethel@brwa.com> Shelley said she is ready now. If you could call her at 540-586-7679 extension 155. I am sending her the login information now. Marcie McIvor Customer Service Manager, Bedford Regional Water Authority Phone 540. 586. 7679 | Website www. brwa. com Shelley said she is ready now. If you could call her at 540-586-7679 extension 155. I am sending her the login information now. I would need to get connected to the PC remotely. Not sure if you can do that or if we need IT. To add the extraction file, I should not need IT for that. Remote Support Site: Click on #10 – Rob Petry OK, we can do that. Do you need IT support? Marcie McIvor Customer Service Manager, Bedford Regional Water Authority Phone 540. 586. 7679 Email m. mcivor@ brwa. com

[2025-12-26 03:57 | Chris Holloway] Hi Marcie, The actual end of file should be column 32. see attached.This test file imported correctly for me.

[2025-12-26 03:59 | cust] Dear Harlan, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support"
"20930407","2nd Computer won't launch PM.","[2025-12-18 02:27 | PATTY LAMBERTY] Good Morning I had a new computer installed on Tuesday. The design for the bills needs to be changed. The top bill is what is it supposed to look like and the bottom bill is what it looks like now. The phone number so you can remote in is 308-848-2228. Patty Lamberty Village Clerk/Treasurer Village of Arnold PO Box 70 Arnold, NE 69120 arnoldvillage@gpcom.net

[2025-12-22 06:19 | PATTY LAMBERTY] Good Afternoon Would it be possible for someone to call me today? I would like to get the bills printed tomorrow. Patty Lamberty Village of Arnold

[2025-12-29 05:49 | Ben Aplin] Good Morning Patty - apologies for the response delay. Just to confirm, you are requesting a change to the bill print?

[2025-12-29 06:08 | PATTY LAMBERTY] I got a new computer. I figured out the bill printing. I don’t need help with that issue. However, I have 2 computers, and the other computer will not pull up PowerManager. What do I need to do?

[2026-01-08 04:19 | Ben Aplin] Hello Patty, assigning to one of our analysts to assist you with accessing the application.

[2026-01-08 04:31 | PATTY LAMBERTY] It has been figured out. I do not need anyone to call."
"20930325","Disconnect Notice Error Continued","[2025-12-18 02:01 | Paige Sperling] Still waiting for assistance on the issue previously about the two budget customers who did not pay and need to be penalized but the system will not penalize them."
"20930275","Install Impresa on New Computer","[2025-12-18 01:49 | Kelly Faulconer] Lisa set up a new user for us and now we need Impresa installed on the new computer that the new user will be using. Please call today, if possible, so we can get this installed while IT is in the office. Please call Shelley Boothe at 540-586-7679 x 155.

[2025-12-18 02:45 | Kelly Faulconer] Shelley also needs to have her password reset for sboothe. I'm also told that the generic login that we were given to use does not work on any computer. Therron Bethel (IT Manager) will be able to help explain things when Lisa calls.

[2025-12-18 05:03 | Lisa Ward] Worked with Shelley to login users and setup Impresa"
"20929726","Impresa technology stack","[2025-12-17 11:26 | Bruce Cho] Hello, My name is Bruce Cho and am one of the City of Bremerton's developers. We use Impresa for our utility billing software and would like to know what technology stack is used for this application. We ask because we've been notified of a security threat outlined here: Within hours of the public disclosure of CVE-2025-55182 (React2Shell) on December 3, 2025, Amazon threat intelligence teams observed active exploitation attempts by multiple China state-nexus threat groups, including Earth Lamia and Jackpot Panda. This critical vulnerability in React Server Components has a maximum Common Vulnerability Scoring System (CVSS) score of 10.0 and affects React versions 19.x and Next.js versions 15.x and 16.x when using App Router. While this vulnerability doesn’t affect AWS services, we are sharing this threat intelligence to help customers running React or Next.js applications in their own environments take immediate action. China continues to be the most prolific source of state-sponsored cyber threat activity, with threat actors routinely operationalizing public exploits within hours or days of disclosure. Through monitoring in our AWS MadPot honeypot infrastructure, Amazon threat intelligence teams have identified both known groups and previously untracked threat clusters attempting to exploit CVE-2025-55182. AWS has deployed multiple layers of automated protection through Sonaris active defense, AWS WAF managed rules (AWSManagedRulesKnownBadInputsRuleSet version 1.24 or higher), and perimeter security controls. However, these protections aren’t substitutes for patching. Regardless of whether customers are using a fully managed AWS service, if customers are running an affected version of React or Next.js in their environments, they should update to the latest patched versions immediately. Customers running React or Next.js in their own environments (Amazon

[2025-12-18 03:07 | Marcus Yabuta] Hi Bruce, I can affirm that we do not use any of the affected components listed on that article. Affected components: React Server components in React 19.x and Next.js 15.x/16.x with App Router Impresa is on a .NET Stack, using Win Forms, and we do not use any react or next libraries.

[2025-12-18 03:09 | cust] Dear Bruce, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support"
"20929616","Refunding a Water Deposit","[2025-12-17 09:34 | Debra Laskowski] When taking a water deposit and they moved 2 years later and she is returning the deposit. How does she do this.

[2025-12-22 06:46 | Tony Williams] Referenced Documents 105492: HELP - Deposit Refund 90359: Move In/Out Issues 101208: None customer / active 95446: From Voicemail 87358: Hartington - Deposit Refund

[2025-12-22 06:46 | Tony Williams] Vicky, Based on the related customer tickets and documentation, there are two main methods for refunding a water deposit in PowerManager Utility Billing EZ. If the below steps don't resolve your issue, let us know and someone will reach out to you. Steps to complete Navigate to UB - Processing - Deposits Enter a negative deposit transaction equal to the amount of the original deposit to zero out the total deposit balance For issuing the refund as a check, select ""Refunded Deposit"" as the transaction type In the setup form, select ""Print a check"" instead of ""Apply to bill"" Complete the process to generate the refund Additional Information If the customer has moved away and there is no balance owed on their account, you should use the ""Print a check"" option rather than applying the deposit to their bill. This will create the necessary entries to refund the deposit via check. If there are any issues with deleting the customer account after refunding the deposit, make sure the sum of all deposit transactions equals $0.00 before attempting to delete the account.

[2025-12-22 07:29 | Tony Williams] Vicky, You're welcome. Merry Christmas and Happy Holidays. - Tony"
"20929558","Incorrect Payment Posted to InActive Account -","[2025-12-17 09:04 | Jody Baughman] 12/2/25 Batch 4 - Payment of $119.25 was posted to Eastern REO LLC Acct 3703502 which is an InActive account. This payment was posted to the incorrect account and should be posted to Rock Acct 3043502.I went into Eastern REO LLC in Adjustments as I wanted to delete this payment off of their account as this generated an incorrect credit on the account. The customer doesn't pull up in adjustments. I need to see how to correctly remove this payment so I can go back to this payment journal and enter the customers payment to the correct account. I also need to remove the penalty that generated on the customer account when his payment was posted to the wrong account.Customer has requested a revised account copy as soon as possible so I am hoping someone can help me quickly to get this resolved.

[2025-12-22 06:50 | Tony Williams] Summary A payment of $119.25 was incorrectly posted to an inactive account (Eastern REO LLC Acct 3703502) when it should have been posted to Rock Acct 3043502. This has generated an incorrect credit on the inactive account and a penalty on the correct customer's account. The customer needs a revised account statement as soon as possible. Proposed Solution Jody, Based on documentation and similar other customer issues and tickets, you'll need to void the incorrect payment from the inactive account using the Adjustments module, and then re-enter the payment to the correct account. This is a standard procedure for correcting payments posted to the wrong accounts. If the below steps don't resolve your issue, let us know and someone can reach out to you. Steps to complete Go to Utility Billing > Processing > Adjustments Enter the appropriate Posting Date Click Adjust Search for and select the inactive account where the payment was incorrectly posted (Eastern REO LLC Acct 3703502) Go to the Payments tab Select the $119.25 payment from Batch 4 dated 12/2/25 Click Void Save the adjustment Next, go to Utility Billing > Processing > Enter Payments Select the payment date, posting date, type of payment, and batch number Click Payment Select the correct customer account (Rock Acct 3043502) Enter the payment amount of $119.25 and reference number Save the payment To remove the penalty that was generated on the correct account, go back to Adjustments, select the correct customer account, and void the penalty charge Print a revised statement for the customer

[2025-12-22 06:50 | Tony Williams] Referenced Documents 107523: From Email - Incorrect Payment Date 107474: UB Payments 107445: From Voicemail - help removing a payment in a batch 90752: O'Neill - Help with UB payments posted to the wrong customer. 89130: Payment Distribution Error

[2025-12-22 07:00 | Jody Baughman] Good afternoon, The issue I have is that I am not able to pull up the InActive account in Adjustments to do this, I have already tried. Please call to resolve.

[2025-12-22 07:13 | Tony Williams] Jody, An account unable to be pulled up due to being inactive in this fashion would have to be accessed through the 'Table Utilities Program', from which one of our Support representatives would have to do by connecting to your system/PowerManager after they've called you. Someone will reach out as soon as possible.

[2025-12-24 06:13 | Ben Aplin] Good Morning - sorry for the delay, we've been short staffed with the holidays. I've set up a quick call for Monday to discuss. Ben

[2025-12-29 03:40 | Ben Aplin] Quick call, will review with Joe and Mitch on Tuesday and get back to Jody on Wednesday.

[2025-12-30 01:51 | Jody Baughman] Update - we have one more account that this has happened to.Need to remove payment for $250.00 12/30/25 from account # 3045003.

[2025-12-30 03:25 | Ben Aplin] Are you clicked onto the ""Individuals"" tab in custom selection screen? The customer won't show up under the ""meters"" tab unless they have a meter assigned to them, and since they are inactive, they likely don't have a meter assigned to them."
"20929649","Creating Commercial Customer Deposit Codes","[2025-12-17 08:53 | Heather Roybal] Hi there, Our Commercial Customer Security Deposit policy states that these accounts do not get their security deposit back until the account closes. Our Residential Security Deposit policy states those accounts get their security deposit refund back after 18 consecutive on-time payments. The problem that we are now finding is that the commercial account deposits (when they were collected) were the same amount as the residential, so the system was coded for the security amount and the commercial accounts were refunded after 18 months. We have a large commercial account that just sold and so we are creating new commercial accounts with new security deposit amounts. I created 4 new commercial security deposit codes and I want to be sure that they are set up correctly. Here's an example of one code: The residential codes show the Times Penalized max as 1, and the Refund Percentage is set at 100%. My thought process is by removing the Refund Percentage, the system won't refund Commercial accounts after 18 months? But now I'm wondering how they would get a refund when the account closes? Anyway, I would like you to take a look and see if I did this correctly or if it needs tweaking.

[2025-12-17 09:53 | Heather Roybal] Hi there,Our Commercial Customer Security Deposit policy states that these accounts do not get their security deposit back until the account closes. Our Residential Security Deposit policy states those accounts get their security deposit refund back after 18 consecutive on-time payments. The problem that we are now finding is that the commercial account deposits (when they were collected) were the same amount as the residential, so the system was coded for the security amount and the commercial accounts were refunded after 18 months. We have a large commercial account that just sold and so we are creating new commercial accounts with new security deposit amounts. I created 4 new commercial security deposit codes and I want to be sure that they are set up correctly. Here's an example of one code:The residential codes show the Times Penalized max as 1, and the Refund Percentage is set at 100%. My thought process is by removing the Refund Percentage, the system won't refund Commercial accounts after 18 months? But now I'm wondering how they would get a refund when the account closes?Anyway, I would like you to take a look and see if I did this correctly or if it needs tweaking.

[2025-12-18 03:34 | Chris Holloway] Hi Heather, The may work. I would suggest setting up a test in the oasis_test database to see. This may be a challenge since the settings in UB Administration > Configurations > Refund/Lock/Misc has a field for the Deposit refund period in months that limits when a deposit can be refunded. Also, you would have to change this back to 100% when you need to refund a deposit.

[2025-12-18 04:34 | Chris Holloway] Hi Heather, The may work. I would suggest setting up a test in the oasis_test database to see. This may be a challenge since the settings in UB Administration > Configurations > Refund/Lock/Misc has a field for the Deposit refund period in months that limits when a deposit can be refunded. Also, you would have to change this back to 100% when you need to refund a deposit.

[2025-12-29 04:22 | Tony Williams] Heather, Do you still need assistance on this?

[2025-12-29 05:22 | Tony Williams] Heather, Do you still need assistance on this?

[2025-12-30 01:29 | Heather Roybal] Yes.

[2025-12-30 02:29 | Heather Roybal] Yes. Heather Roybal Pronouns: she/her Billing & Customer Support Supervisor

[2026-01-05 09:37 | Heather Roybal] Can we schedule a time to resolve this one please?

[2026-01-05 10:37 | Heather Roybal] Can we schedule a time to resolve this one please?

[2026-01-13 01:45 | Tony Williams] Heather, Did you set this up in your test database? -Tony

[2026-01-13 02:45 | Tony Williams] Heather, Did you set this up in your test database? -Tony

[2026-01-14 03:51 | Heather Roybal] No, it’s in Live. Our test database has been updated a lot due to the Paymentus / Matrix project we have going on and my Impresa tickets are taking a long time to close out overall. I put this change in the Live database.

[2026-01-14 04:51 | Heather Roybal] No, it’s in Live. Our test database has been updated a lot due to the Paymentus / Matrix project we have going on and my Impresa tickets are taking a long time to close out overall. I put this change in the Live database. Heather Roybal Pronouns: she/her Billing & Customer Support Supervisor

[2026-01-19 00:39 | Chris Holloway] Hi Heather, It sounds like you were able to test this. Please reopen this ticket if you need additional help with this.

[2026-01-19 01:39 | Chris Holloway] Hi Heather, It sounds like you were able to test this. Please reopen this ticket if you need additional help with this.

[2026-01-20 03:46 | Heather Roybal] No, I was not able to test this. I need help with this and requested a time to go over these codes, and did not hear back. I pinged the ticket again and nothing. See ticket thread. This should not have been closed.

[2026-01-20 04:46 | Heather Roybal] No, I was not able to test this. I need help with this and requested a time to go over these codes, and did not hear back. I pinged the ticket again and nothing. See ticket thread. This should not have been closed.

[2026-01-27 01:58 | Ben Aplin] Reviewed with Chris and he will get back to you shortly.

[2026-01-27 01:59 | Chris Holloway] Issues Customer needs to create commercial customer deposit codes that won't automatically refund after 18 months (unlike residential deposits) Customer created 4 new commercial security deposit codes but is unsure if they're set up correctly Customer specifically wants commercial deposits to only be refunded when accounts close, not after 18 consecutive on-time payments Troubleshooting Agent suggested setting up a test in the oasis_test database Customer mentioned removing the Refund Percentage setting to prevent automatic refunds after 18 months Agent noted this approach might work but raised concerns about: The ""Deposit refund period in months"" setting in UB Administration that limits when deposits can be refunded The need to change settings back to 100% when deposits need to be refunded Next Steps Schedule time to resolve the issue as requested by the customer Review the commercial deposit code setup to ensure it meets the customer's requirements Provide guidance on proper configuration for commercial deposit codes that only refund upon account closure

[2026-01-27 02:58 | Ben Aplin] Reviewed with Chris and he will get back to you shortly.

[2026-01-27 02:59 | Chris Holloway] Issues Customer needs to create commercial customer deposit codes that won't automatically refund after 18 months (unlike residential deposits) Customer created 4 new commercial security deposit codes but is unsure if they're set up correctly Customer specifically wants commercial deposits to only be refunded when accounts close, not after 18 consecutive on-time payments Troubleshooting Agent suggested setting up a test in the oasis_test database Customer mentioned removing the Refund Percentage setting to prevent automatic refunds after 18 months Agent noted this approach might work but raised concerns about: The ""Deposit refund period in months"" setting in UB Administration that limits when deposits can be refunded The need to change settings back to 100% when deposits need to be refunded Next Steps Schedule time to resolve the issue as requested by the customer Review the commercial deposit code setup to ensure it meets the customer's requirements Provide guidance on proper configuration for commercial deposit codes that only refund upon account closure

[2026-02-05 03:32 | Chris Holloway] Hi Heather, I have reached out to Development for their input on this.

[2026-02-05 04:32 | Chris Holloway] Hi Heather, I have reached out to Development for their input on this.

[2026-02-10 01:42 | Chris Holloway] Hi Heather, After speaking with Development about this, they are saying that there is only one setting in the system for the number of months for reposit refunds. Having separate number of months will require custom programing. Would you like to pursue a custom process for this with our Sales and PS department?

[2026-02-10 02:05 | Heather Roybal] Yes please, but when you have a moment, will you take a look at how I set these codes up to see if I’m onto something? I’m just curious at this point.

[2026-02-10 02:42 | Chris Holloway] Hi Heather, After speaking with Development about this, they are saying that there is only one setting in the system for the number of months for reposit refunds. Having separate number of months will require custom programing. Would you like to pursue a custom process for this with our Sales and PS department?

[2026-02-10 03:05 | Heather Roybal] Yes please, but when you have a moment, will you take a look at how I set these codes up to see if I’m onto something? I’m just curious at this point. Heather Roybal Pronouns: she/her Billing & Customer Support Supervisor

[2026-02-17 01:55 | Chris Holloway] Hi Heather, We can schedule a time to take a look at this on Wed. the 18th around 9am your time?

[2026-02-17 02:55 | Chris Holloway] Hi Heather, We can schedule a time to take a look at this on Wed. the 18th around 9am your time?

[2026-02-17 04:43 | Heather Roybal] Sure! Please send an invite.

[2026-02-17 05:43 | Heather Roybal] Sure! Please send an invite. 😊 Heather Roybal Pronouns: she/her Billing & Customer Support Supervisor

[2026-02-18 02:43 | Chris Holloway] Hi Heather, To recap what we discussed, we found that the deposits for the commercial accounts do not get refunded until the property is sold. The

[2026-02-18 03:43 | Chris Holloway] Hi Heather, To recap what we discussed, we found that the deposits for the commercial accounts do not get refunded until the property is sold. The

[2026-02-27 08:28 | Tony Williams] Heather, Did the instructions Chris provided help?

[2026-02-27 09:28 | Tony Williams] Heather, Did the instructions Chris provided help?

[2026-03-02 08:00 | Chris Holloway] Chris Holloway - Warning: Ticket 108067 is 75 days old and will be in violation if it reaches 90 days. Please address this ticket and close as soon as possible. Ticket Info: Creating Commercial Customer Deposit Codes Eldorado Area Water & Sanitation (Eldorado OMI) CS-How To/Training Pending (Customer Action Required) 3

[2026-03-02 09:00 | cust] Chris Holloway - Warning: Ticket 108067 is 75 days old and will be in violation if it reaches 90 days. Please address this ticket and close as soon as possible. Ticket Info: Creating Commercial Customer Deposit Codes Eldorado Area Water & Sanitation (Eldorado OMI) CS-How To/Training Pending (Customer Action Required) 3

[2026-03-06 07:45 | Chris Holloway] Hi Heather, I know what the last time we discussed this, the scope of this ticket changed. I did not take great notes of our conversation, and I apologize for that. Do we need to revisit this to discuss any changes that need to be made?

[2026-03-06 08:45 | Chris Holloway] Hi Heather, I know what the last time we discussed this, the scope of this ticket changed. I did not take great notes of our conversation, and I apologize for that. Do we need to revisit this to discuss any changes that need to be made?

[2026-03-09 03:03 | Heather Roybal] Yes, the

[2026-03-09 04:03 | Heather Roybal] Yes, the for now. Heather Roybal Pronouns: she/her Billing & Customer Support Supervisor"
"20929635","Impresa Sessions freezing and Crashing","[2025-12-17 08:47 | Tony Williams] 12/17/2025esanchez:10:21am - load report failed11:43 am - Froze and crash11:53 am - froze and crash1:50 PM - froze and crashaglass:10:00am - stuck spinning10:58am - unhandled exception occurred ""cannot access a disposed object""1:50 PM - Froze and crashAglass has said it seems to always freeze when transferring an account

[2025-12-17 09:47 | Tony Williams] 12/17/2025esanchez:10:21am - load report failed11:43 am - Froze and crash11:53 am - froze and crash1:50 PM - froze and crashaglass:10:00am - stuck spinning10:58am - unhandled exception occurred ""cannot access a disposed object""1:50 PM - Froze and crashAglass has said it seems to always freeze when transferring an account

[2026-01-28 04:34 | Tony Williams] We have had an issue open/going for a few months. Our users are being disconnected after we upgraded to a new server. I am not sure if anyone understands what’s going on, but we need help. I haven’t received an update this year. Jason Kennedy Manager of IT / GIS D: (512) 303-3493 x 149

[2026-01-28 06:47 | Marcus Yabuta] Hey Jason,

